iter	Passed	Remaining
437	1253	1608
438	1256	1605
439	1258	1601
440	1260	1598
441	1263	1594
442	1265	1590
443	1267	1586
444	1269	1583
445	1271	1579
446	1273	1575
447	1275	1571
448	1277	1568
449	1279	1564
450	1282	1560
451	1284	1556
452	1286	1553
453	1288	1549
454	1290	1545
455	1292	1542
456	1294	1538
457	1295	1533
458	1296	1528
459	1298	1524
460	1299	1519
461	1300	1514
462	1301	1509
463	1302	1505
464	1303	1500
465	1305	1495
466	1306	1491
467	1307	1486
468	1308	1481
469	1309	1477
470	1310	1472
471	1312	1467
472	1313	1463
473	1314	1458
474	1315	1453
475	1316	1449
476	1317	1444
477	1318	1439
478	1319	1435
479	1320	1430
480	1321	1425
481	1322	1421
482	1323	1416
483	1324	1412
484	1325	1407
485	1326	1403
486	1327	1398
487	1328	1394
488	1330	1389
489	1331	1385
490	1332	1381
491	1333	1376
492	1334	1372
493	1335	1367
494	1336	1363
495	1337	1358
496	1338	1354
497	1339	1350
498	1340	1345
499	1341	1341
500	1342	1337
501	1343	1333
502	1344	1328
503	1345	1324
504	1347	1320
505	1348	1316
506	1349	1311
507	1350	1307
508	1350	1303
509	1351	1298
510	1352	1294
511	1353	1290
512	1354	1286
513	1355	1282
514	1356	1277
515	1357	1273
516	1358	1269
517	1359	1265
518	1360	1261
519	1362	1257
520	1362	1253
521	1363	1249
522	1364	1244
523	1366	1240
524	1367	1236
525	1368	1232
526	1369	1228
527	1370	1224
528	1371	1220
529	1372	1216
530	1373	1212
531	1374	1208
532	1375	1204
533	1376	1200
534	1377	1196
535	1378	1192
536	1378	1188
537	1379	1185
538	1380	1181
539	1381	1177
540	1382	1173
541	1383	1169
542	1384	1165
543	1385	1161
544	1386	1157
545	1387	1153
546	1388	1150
547	1389	1146
548	1390	1142
549	1391	1138
550	1392	1134
551	1393	1131
552	1394	1127
553	1395	1123
554	1396	1120
555	1397	1116
556	1398	1112
557	1399	1108
558	1400	1105
559	1401	1101
560	1402	1097
561	1403	1094
562	1404	1090
563	1405	1086
564	1406	1083
565	1407	1079
566	1408	1075
567	1409	1072
568	1410	1068
569	1411	1065
570	1412	1061
571	1414	1058
572	1415	1054
573	1416	1050
574	1416	1047
575	1417	1043
576	1418	1040
577	1419	1036
578	1420	1033
579	1421	1029
580	1422	1026
581	1424	1022
582	1425	1019
583	1426	1015
584	1427	1012
585	1428	1009
586	1429	1005
587	1430	1002
588	1431	998
589	1432	995
590	1433	991
591	1434	988
592	1435	985
593	1436	981
594	1437	978
595	1438	974
596	1439	971
597	1440	968
598	1441	964
599	1442	961
600	1443	958
601	1444	954
602	1445	951
603	1446	948
604	1447	944
605	1448	941
606	1449	938
607	1450	934
608	1451	931
609	1452	928
610	1452	925
611	1453	921
612	1455	918
613	1456	915
614	1457	912
615	1458	909
616	1459	905
617	1460	902
618	1461	899
619	1462	896
620	1463	892
621	1464	889
622	1465	886
623	1466	883
624	1467	880
625	1467	876
626	1468	873
627	1469	870
628	1470	867
629	1471	864
630	1472	861
631	1473	858
632	1474	854
633	1475	851
634	1476	848
635	1477	845
636	1478	842
637	1479	839
638	1480	836
639	1481	833
640	1482	830
641	1483	827
642	1484	824
643	1486	821
644	1487	818
645	1488	815
646	1489	812
647	1490	809
648	1491	806
649	1492	803
650	1494	800
651	1495	798
652	1496	795
653	1497	792
654	1498	789
655	1499	786
656	1500	783
657	1501	780
658	1502	777
659	1503	774
660	1504	771
661	1505	768
662	1506	765
663	1507	762
664	1508	759
665	1509	756
666	1510	753
667	1511	751
668	1512	748
669	1513	745
670	1514	742
671	1515	739
672	1516	736
673	1517	733
674	1518	731
675	1519	728
676	1520	725
677	1521	722
678	1522	719
679	1523	716
680	1524	714
681	1525	711
682	1526	708
683	1527	705
684	1529	703
685	1530	700
686	1531	697
687	1532	694
688	1533	692
689	1534	689
690	1535	686
691	1536	683
692	1537	681
693	1538	678
694	1539	675
695	1540	672
696	1541	670
697	1543	667
698	1544	664
699	1545	662
700	1546	659
701	1548	657
702	1549	654
703	1550	651
704	1551	649
705	1553	646
706	1554	644
707	1555	641
708	1557	639
709	1558	636
710	1559	633
711	1561	631
712	1562	628
713	1563	626
714	1565	623
715	1566	621
716	1567	618
717	1568	616
718	1570	613
719	1571	611
720	1572	608
721	1573	605
722	1574	603
723	1576	600
724	1577	598
725	1578	595
726	1580	593
727	1581	590
728	1582	588
729	1583	585
730	1585	583
731	1586	580
732	1587	578
733	1588	575
734	1589	573
735	1591	570
736	1592	568
737	1593	565
738	1595	563
739	1596	560
740	1597	558
741	1598	555
742	1600	553
743	1601	550
744	1602	548
745	1603	546
746	1605	543
747	1606	541
748	1607	538
749	1608	536
750	1609	533
751	1610	531
752	1611	528
753	1613	526
754	1614	523
755	1615	521
756	1616	518
757	1617	516
758	1618	513
759	1619	511
760	1620	509
761	1622	506
762	1623	504
763	1624	501
764	1626	499
765	1627	497
766	1628	494
767	1629	492
768	1630	489
769	1632	487
770	1633	485
771	1634	482
772	1636	480
773	1637	478
774	1638	475
775	1639	473
776	1640	470
777	1642	468
778	1643	466
779	1644	463
780	1645	461
781	1647	459
782	1648	456
783	1649	454
784	1650	452
785	1652	449
786	1653	447
787	1654	445
788	1655	442
789	1657	440
790	1658	438
791	1659	435
792	1660	433
793	1662	431
794	1663	428
795	1664	426
796	1666	424
797	1667	422
798	1668	419
799	1669	417
800	1670	415
801	1672	412
802	1673	410
803	1674	408
804	1675	405
805	1676	403
806	1678	401
807	1679	399
808	1680	396
809	1681	394
810	1682	392
811	1683	389
812	1684	387
813	1686	385
814	1687	382
815	1688	380
816	1689	378
817	1690	376
818	1691	373
819	1692	371
820	1693	369
821	1694	366
822	1695	364
823	1696	362
824	1697	360
825	1698	357
826	1699	355
827	1700	353
828	1701	351
829	1702	348
830	1703	346
831	1705	344
832	1706	342
833	1707	339
834	1708	337
835	1709	335
836	1710	333
837	1711	330
838	1712	328
839	1713	326
840	1714	324
841	1715	321
842	1717	319
843	1718	317
844	1719	315
845	1720	313
846	1721	310
847	1722	308
848	1722	306
849	1724	304
850	1725	302
851	1726	299
852	1727	297
853	1728	295
854	1729	293
855	1730	291
856	1731	288
857	1732	286
858	1733	284
859	1734	282
860	1736	280
861	1737	278
862	1738	275
863	1739	273
864	1740	271
865	1742	269
866	1743	267
867	1744	265
868	1745	263
869	1747	261
870	1748	258
871	1749	256
872	1750	254
873	1751	252
874	1752	250
875	1753	248
876	1755	246
877	1756	244
878	1757	241
879	1758	239
880	1760	237
881	1761	235
882	1762	233
883	1763	231
884	1764	229
885	1766	227
886	1767	225
887	1768	223
888	1769	220
889	1770	218
890	1771	216
891	1773	214
892	1774	212
893	1775	210
894	1776	208
895	1777	206
896	1778	204
897	1780	202
898	1781	200
899	1782	198
900	1783	195
901	1784	193
902	1786	191
903	1787	189
904	1788	187
905	1789	185
906	1790	183
907	1792	181
908	1793	179
909	1794	177
910	1795	175
911	1796	173
912	1797	171
913	1798	169
914	1799	167
915	1800	165
916	1801	163
917	1803	161
918	1804	159
919	1805	156
920	1806	154
921	1807	152
922	1808	150
923	1809	148
924	1810	146
925	1811	144
926	1812	142
927	1814	140
928	1815	138
929	1816	136
930	1817	134
931	1819	132
932	1820	130
933	1821	128
934	1822	126
935	1824	124
936	1825	122
937	1826	120
938	1828	118
939	1829	116
940	1830	114
941	1831	112
942	1832	110
943	1833	108
944	1834	106
945	1835	104
946	1836	102
947	1837	100
948	1838	98
949	1839	96
950	1840	94
951	1841	92
952	1842	90
953	1843	88
954	1844	86
955	1845	84
956	1846	82
957	1847	81
958	1849	79
959	1850	77
960	1851	75
961	1852	73
962	1853	71
963	1854	69
964	1855	67
965	1856	65
966	1857	63
967	1859	61
968	1860	59
969	1862	57
970	1863	55
971	1864	53
972	1865	51
973	1866	49
974	1867	47
975	1869	45
976	1870	44
977	1871	42
978	1873	40
979	1874	38
980	1875	36
981	1876	34
982	1878	32
983	1879	30
984	1880	28
985	1882	26
986	1883	24
987	1884	22
988	1885	20
989	1886	19
990	1887	17
991	1889	15
992	1890	13
993	1891	11
994	1892	9
995	1893	7
996	1894	5
997	1895	3
998	1896	1
999	1897	0
